isosmiles,valid
CC1(CCCCC1)NC(=O)C1CCCCO1,True
CCN1C(=O)C2CC2C1=O,True
CC(=O)C1CCCCS1(=O)=O,True
Nc1ccncc1Br,True
S(=O)C1CS(=O)(=O)C1(F)F,True
C1CCCC(C1)C1OCCO1,True
C(Cl)=CCN1CCC2(CC2)C1=O,True
CC1CCCS(=O)(=O)C1C(F)(F)F,True
CCCC(=O)NC1CCCC2CCC1C1CC1C2=O,True
C1COCCN(CC2CC2)C1=O,True
CCC(=O)NCCCN1CCCC1=O,True
CC1(C2COCC1)C1CCCOC1C2(F)F,True
CC(C1CCCO1)C1CCCO1,True
C1=CCCN(CCNCC2CC2)C1=O,True
CS(=O)(=O)NCC1CCCCO1,True
C1C2(CNS(=O)(=O)N3CCCC3)CCC22CC2C1(F)F,True
c1ccnc(Cl)c1-n1cccc1Br,True
CC1(CNC(=O)N[C@@H]2CCCOC2)CC11CCC11CCOC1=C1CC2C1C1CC1C2(F)F,True
CCC(=O)NC1CCCCNC1=O,True
CCNC1CC(=O)N2CCOCC2C1=O,True
