isosmiles,valid
C1=NN(CCCNC(=O)C=C(c2ccc(Cl)cc22Cl)S2)N2cc1C1CCCCC1C2(O)COC(=O)CC1CCS(=O)(=O)C1C=CCl,False
C1CC(=O)NCCCC(=O2)NC34CC3C3CC3C4C12C#NN1CCCOCC1=O,False
CCOC1CCOC1=O,True
C1=CCN(C2CCC2)CC1(F)F,True
CC1CN(C1)C(=O)C1COC1=O,True
C(=C)CN1CCN(CC(Cl)=C)CC1=O,True
CCSC1CSCCSC1C#NC1#NC=CC2=CC#CCC12C1#NC(=O)OC1=O,False
C(=C1)CNC2=NCCCN2C1=O,True
C1CCCCC1OC1COC1(Cl)CBr,True
C12CC3CC(C1)CC(C3)(C2)ON=C1=SCCCC1=O,False
CC1CC23CCC1OC1C45C6CC4C5C26C31CBr,True
C(Cl)=C1CC(C#N=C1)=NNc1cc2ccc1[N+](=O)[O-]c1ccccc12Cl,False
CC1(C[C@H]2CCCO2)CCCO1,True
c1ccnc23c1Ic1ccccc12OCc1ccccc1C3c1ccccc1F,False
CCOC1CCN(CC1)S(=O)(=O)C1C#NCOC11C2CC3C2C2CCC3C2O1,False
C1COCC1NC(=O)C1CC2CCC1C2=O,True
C(=C)CN1CCNC(=O)C1CC(O)=O,True
S(=O)(=O)C1CCC2C#CCC2O1,True
C1C2(CNC(=O)CSCC#N)CCCCC2C11CCC11C23COCC12C1CC1C3Cl,True
CCCN1CCC2CCCCCC2C1=O,True
CC1(CC1)NS(=O)(=O)N1CC2CCC1C2=O,True
C1CCCN(CC(Br)=C)C1=O,True
C(=C)CN1CC(=O)NC1=O,True
c1nnc(-c2cc(Br)ccc2Cl)o1c1ccccc1Br,False
C1(CCOCC1)C(=O)NCC1(CCCCC1)N1CCOCC1C1CC1(F)F,True
CC1(CNC(=O2)CCC3CCC3)C3CCCCC1C3CC[C@H]2ON1CCC2(CC1)OCCO2,False
C1COCC1CC1=CCCN1C(=O)OC(C)(C)C1COCCN1C(=O)C1CCCC11CC1(F)F,True
CC1(COCCC(F)(F)F)OCCO1,True
CCCN1C(=O)COCC1=O,True
CC(C1C2C1)N1CC(C3CC3)C1C13CC1C21CCC1CC3=O,True
C1(CCC1)C(=O)N1CCCC1C(O)=O,True
C1=NCC(CC=C)CN1C(=O)C1C#NC11CC2CC1C2=O,False
CC1(CNC(=O)C2CCCC2)CC112CCOCC1C1CC11C3CC33CC3C11CC2CO1,False
CCNC1(=O)C2CC3CCCC3C2C1=O,False
C1(CCCCC11)C(=O)NC2CCCS(=O)(=O)C2C2CC22CC22CC2CC1=O,True
CCC(=O)N1CCN2CCCC2C1C1C2C11CC11CC11C2OCCO1,True
CCCCCN1S(=O)(=O)C2CCS(=O)(=O)CC2C2C3C224CC225CC2C3CC1C5C4=O,False
c1nnc(-c2ccncc2)[nH]1-c1ccccc1Cl,False
C1(=C)CN2CCC(CN3CCNCC3)CC2C1=O,True
