isosmiles,valid
CCCN1C2CCC(C2)C1=O,True
c1ccc(NC(=O)OCC(F)(F)F)cc1Cl,True
C1CCC1OCC1CCCC1=O,True
C1[C@@H]2CCCC[C@H]2NS(=O)(=O)C2C3C2C2C4CCC2C1C34C(=O)NC12CCC34CCC1C3C24C(=O)NC1(CCl)CC1(Cl)Cl,True
C(=O)NC1CCCC2C1C1CC1C2F,True
CC1CCCN1CCCN1CCCC1=O,True
CCCC1S(=O)(=O)C2CC3CCC2C3OC1=O,True
CCC1CCC2CCC1O2,True
C1=CCCO1,True
CCCN1CCCS1(=O)=O,True
CCCCCC1CCC=C1Cl,True
CC1(CC2CCOCC2)CC1F,True
CCCCCN1CCCC(C1)C(F)(F)F,True
CC(=O)N1CCOCC11CCC11CCCC11OCCO1,True
C1CCCN(C1)C(=O)CC1CC2C=C1NC1(CCCC1)C2=O,True
CC1(CN2CCCS2(=O)=O)CCOCC1N1CCOCC11CCCC1=O,True
C1CCN(CC1)S(=O)(=O)C1CC11CC11CC11CC11CC2CC1C21CCCC1=O,True
CCC1CCC2CN1S(=O)(=O)C1CCOCC11C3CC33CC4CC3C1C4O2,True
CC12CC3OC1C1C4C11CC11CC11CC1C34C2=O,True
c1ccc(-c2nncn2C)cc1Br,True
