isosmiles,valid
CC1(CCCC1)N1C(=O)CNCC1=O,True
Cc1nc(-c2ccccc2)oc1-c1cccnc1Cl,True
CC(=O)NC1CCC2CC1C1CC1C2=O,True
C1CC(=O)N(CC(F)(F)F)C2CC2C(=O)C1=O,True
C1(CCOC1)C(=O)NC1CC11CCOCC11CCOC1=O,True
CC1(CCCSC1)C#CCOC1C2CCC1O2,True
CCN1CCC2(CCCC2)C1=O,True
CC(=O)N1CCN(CC1)C1CC11CCOCC1C1COC1(F)F,True
c1ccc(-c2c[nH]nn2)cc1Cl,True
C1C2CCN(CCC3CCCO3)CC2C1=O,True
c1ncccc1-c1cccnc1Cl,True
CC1CSCCN1CCC(=O)N1C2CC22CC3CC2C11CC1C3=O,True
C1(CCOC1)C(=O)OCCOCCOCCSC1CCCC1=O,True
C1CCCCC1OCC#CC(O)=O,True
S(=O)(=O)N1CC2CC1CO2,True
C1CCCC1CCC1CCOC1=O,True
S(=O)(=O)C1C2CC3CC(C2)CC1C3C(=O)NC1CNC1=O,True
CC1CCCN(C1)C1CC2CCC(C1)S2(=O)=O,True
CCCNC(=O)CC1CC2C=C1NC(=O)NC2=O,True
C(=C)CS(=O)(=O)NC1CCC(=O)NC1=O,True
