isosmiles,valid
C1CCCN(CC2CCCCC2)C1=O,True
CC1(CCOCC1)OCCC1CCCO1,True
CC1(CCOC1)OC1CCOC1(F)F,True
CC1(C2SC3CCOCC3)CCOCC12Cl,True
C[C@@H]1CCCN1S(=O)(=O)CBr,True
C1C2CCC3CN(C4CC14CC3)C2=O,True
C(=N)C1CC2CCC1C2(CBr)CBr,True
C1CC2CCC(C1)N2C(=O)C1C2CC1NC2=O,True
C1CCCC2C3C2CC1O3,True
CCN1CCC(C1)C1CC2OCC1C2(F)F,True
C=C(Cl)CN1CCCC11CCOC1=O,True
CC1CCN(C11)C(=O)C2C3CCCCC23C1C(=O)N1CCCC1=O,True
CCCCNC(=O)C1C2CS(=O)(=O)CCN2C(=O)C2CC3CC2C=C3C1=O,True
C=C1CCOC1=O,True
CC1(CC=C)CC2OCC1C2=O,True
C1=CC(=O)CC1C1CCCC1=O,True
CCC(=O)N1CCOCC11CCC1=O,True
C(CS1C2CCCCCC2)C2CC2CNC1=O,True
CC(=O)NC1CCN(C1)C12CC11CC11CC11CC1C13CC11C4C5CC1C3C25CC4Br,True
S(=O)(=O)N1CC2(O)CCC2CO1,True
