isosmiles,valid
C1CN(C2CCS(=O)(=O)C2)C(=O)C11CCC2CC12C1C2C1C1CC22C=C1C1CC1C2=O,True
C1CCCC1OCC1CCCCO1,True
CC1COCCN1C1CNC1=O,True
CCC(=O)N1C2CC11C3CCC1C23C1CCCC1=O,True
C1CCN(CC2CCCCC2)C1=O,True
C=C(Cl)CN(CC(F)(F)F)C1CC1C(Cl)Cl,True
CCN1CCNC(=O)C1CC(O)=O,True
S(=O)(=O)N1CCC2[C@H]3C4NC[C@H]13C13OC41C14C5CCC1C3C=C51C42C(=O)N2C3CCC2CC2(CC2(F)F)C3C1=O,False
C#CC(=O)NC1CCCCC11OCCO1,True
CCN1CC2CCC(C2)OC1=O,True
CCCCCCN1CCC(CC1)C(F)(F)F,True
C=CCS1C=NC2(CCCCC2)CC1=O,True
CCCCC1CCCO1,True
CCN1CCCN(CC2(CC2)C#N)C1=O,True
CCCN1CCSCC1=O,True
CC1CC2(CC3CCC2C3)C#N1CCBr,False
CCOCCOCCOCCOCCBr,True
CC1CN(C2CCOC2)C(=O)O1,True
C(=O)CCCCCBr,True
C1=C(CCC1)C(=O)NC1CC11C2CC3C1C21C2COCC12C3Br,True
CCC(=O)N1CCCO1,True
CCOC1CCN(CCN2CCOCC2)CC11CC23CCC1C2CCC3=O,True
CCN(C1C2CCCC1)C1CCS(=O)(=O)C11C2(C)C23C4C5CCC2C5C14C#NC3(Cl)Cl,False
C(=C)CNS(=O)(=O)Cc1ccccc1c1ccccc1Cl,True
CCOCCN1CCSSCC1=O,True
C1(CCOCC1)C(=O)N12CCCC(CO)C1C2=O,False
CCOCCN1CC2CC(C1)C#NC2=O,False
CC(=O)N1CCCC2CCCC12C(O)=O,True
C1CC2CCC(C1)N2CC1CC112CCOC1C21CCOCC1OCCOC(F)(F)F,False
S(=O)(=O)NC1CCNC(=O)CS1(=O)=O,True
CC1(CCCOC1)C12CC11C3C1CC21CCC1(Cl)C3(Cl)Cl,True
CCCCN1CC(=O)NC(=O)C11CC2CCC1C2=O,True
C(=C)CNC1CCCNC(=O)C1=O,True
CCC1C(=O)C2=COCC2O1,True
C1CCN(C2CS(=O)(=O)C2)C1=O,True
S(=O)(=O)C1CCN(CC1)C1CC=CCC1C(=O)NC1CC11CCOCC1C1CC1(F)F,True
CCCN(C1CCCC1)C(=O)C1CC2CCC1C2=O,True
CCCCC(=O)NCCC1#NCCCC1=O,False
[C@H]1CCO[C@H]1=O,False
S(=O)(=O)C1CCCC(=O)C1=O,True
C(=C)CNC12CCCS(=O)(=O3)C1C21CC1C3=O,False
CC(=NOCC(Cl)=C)C1CCOC1=O,True
CC1(CN2CCC2)CCC1=O,True
CCC1CN2CCC(F)(F)C2C1=O,True
CC(=O)N12CC34CC56CCCC15C31C26C(=O)NCC2=CCCC3C2C2CC2C3(Cl)C2CCCC2CC4OC1=O,False
CC1(CC112)C3CCCOC3C1ICCO2,True
CCCNS(=O)(=O)N1CCC2CCC1C2(O)C(F)(F)F,True
cnnc(-c12cccc(cccoc11)c2s1)Nc1ccccn1Cl,False
c1cnoc1-c1ccccc1Cl,True
C1CCOCC1CC1COCC2N1CC1CCS(=O)(=O)CC1C2=O,True
C1CCCCC1OCC1CCCC1=O,True
CCC(=O)NCCCN1CCCCCC1=O,True
C1CCN(CCCC(=O)N2CCOCC2)C1=O,True
CCS1(=O)C2CCOCC2O1,True
CC1CN(CCC2CCCC2)C1=O,True
CC1CSCCN1C(=O1)C2C3CC4C5CC3C4C25C(=O)NC2CC22CC2CC1=O,False
C1C(Br)C1Br,True
NC(=O)c1cccc(Cl)n1C(F)(F)F,False
C1CC(=O)N2CCSCC2CO1,True
C1CS(=O)(=O)C2CCCC2C1(Br)Br,True
