isosmiles,valid
C1CCN(CC1)C(=O)C=CC1=CCCO1,True
CCC(=O)N1C2CC3CCCCC13C2(Br)Cl,True
CCCC(=O)NC1C2CCOC2C11C2CC1C1#N3CCC1C23Cl,False
Cc1snnc1Cl,True
CC1c2c[nH]c3ccccc23C1=O,False
CCCN1CCC2(C1)OCCO2,True
NC(=O)CC1=CCOC1=O,True
CC1(CCSC1)OC1CC2CCC1CC2C1COCCO1,True
C1C(COC2CCCC2)CCCC11C2CCOCC2O1,True
CCC(=O)N1CCOCC11CCC1=O,True
C1CCCCCC1OC1CCC#NC1=O,False
c12cccc3cnccn13c(Cl)c21C#N[N+](cc23cncn2Cl)C=C1c1ccccc1Oc1ccccc1C3c1ccccc1Cl,False
C(Br)=CC(=O)NC1CCN2CCCC12C(=O12)NCC3=CCCC3C1C13CC11C4C1COC341C34CC33CC2C4(Cl)C3(Br)CC1Br,False
C1(CN2CCN(O)C(=O)C2)C#NC11=NOCC11C2CC1C#NC2=O,False
CC(=O)NC1CC11CC2CC3C1C21CCOCC1OCCO3,True
C[C@@H]1CCCN1C1COC1=O,True
CCN1CC2C3CCC(C3)C2C1=O,True
CC(CNC1(=O)C(C2CC2)C2CC2)C2CC3C2CCNCC13CN1CCOCC1C1CC1(F)F,False
c1ccc(Br)c(C1)O1cc(C(F)(F)F)nc1Cl,False
CC1(CNS(=O)(=O)N2CCCCC2)CC2CCC1C1CC11CC22C(C2C1=O)C(O)=O,True
CC(=O)N1C[C@H]2CCCC[C@@H]12C#NN1CCCCC1=O,False
C1CCOC1=O,True
CC1(CCC(=O)N(Cl)C1)[N+]([O-])=O,True
CC1CN(CCC1C(F)(F)F)C(=O)C1CCC2CC2C1=O,True
CC1(CN2C(=O)CCCC2=O)CCCCC1C1COCC11C2COCC12Cl,True
C(=C)CN1CC2CCC(C1)O2,True
CCCN1CC2CCCCCC12C#NCl,False
C1CCCCC1OC1CC2CCC1O2,True
CC1CN(CCO1)C(=O)C12C3C4C5C6C3C1C(=O)C6C24C#NC#NC5=O,False
CCCCCN1C(=O)CCCC1=O,True
C1CC2CC(=O)C11CC1C2=O,True
CCC(=O)NCC(Cl)=CCl,True
C(Cl)=CC(=O)NC1=NCCS1(=O)=O,True
CCC(=O)NC1CCN(C2C1)C(=O)C1CC11CCOCC1C1CC11CC1C1CC1C2=O,True
C(=C)CN1CCC[C@H]1CN1C[C@H]2CCCC[C@H]2C1=O,True
CC(=O)OCC1CC1(Cl)Cl,True
CC1(CNC(=O)C2CCCOC2CC)CCC11CCOCC11OCCO1,True
CS(=O)(=O)NC1CC2CC3CCC2N3C1=O,True
CC1CCN(C1)S(=O)(=O)C1C=CC#NC1=O,False
CC1(CC1)NC(=O)C1CCCO1,True
C(=C)CN1CC2CC1CO2,True
CC1(CCCC1)N1C(=O)CCC1=O,True
CC1CCN(C[C@H]2CCCO2)C1=O,True
CCOC1CCN(C2C1)C(=O)C1CCC3CCCC3C1C2=O,True
CC1(CN2CCC3(CC3)C2)CC1(F)F,True
C1CC2CCC(C1)N2C(=O)C1C2CC1NC2=O,True
CCN(C1CCCC1)C(=O)CC1CCOC1C(F)(F)F,True
CC1CCCCN(CC1)C(=O)C1CCCCS1(=O)=O,True
CC1CNCCN1CCCN1CCCC1=O,True
CCCCCCN1CCCCCC1=O,True
C(=C)CS(=O)(=O)N1CC=CC11CC2CCC1C2=O,True
CC1OC(=O)CC11CCN(CC#CC)CC1=O,True
C(=C)CNC(=O)CN1CC2CC2C1=O,True
C=C1CC2CCC(C1)S2(=O)=O,True
C(=N)C1CC2CCC1C2(CBr)CBr,True
C[C@@H]1CCCN1[C@@H]1CCCOC1=O,True
C1CC2CN(CC=C)CC1C2=O,True
C1C2CCC(CC2)C11CC2CCC1O2,True
CCCN1CC(=O)CCC1=O,True
=c1[nH]c2ccccc2n1CSC1CCSC1=O,False
C1CCCCCC1OCCOC1CCC11CCC1Cl,True
CCCN(C1CCCC1)S(=O)(=O)CC1=CC2CCC1C2=O,True
C(=O)CSCC1CCCO1,True
C(CN1C(=O)NC(CC2CC2)C)1,True
CCOCCN1C(=O)C2CCSC2C1=O,True
CCCCCCCCCCC1=CCCCC=C1Cl,True
CC1CC(C1)O1CC2C3COCC23C1(Cl)Cl,False
CCC(=O)NCC1COCCO1,True
CC1CN(C2CO1)C(=O)C1CC3CC1C=C3C2=O,True
C1CSCCSC1=S(O)(=O)C(Cl)(Cl)C(Cl)(Cl)Cl,True
CCN1CCCN(CC1)C(=O1)C2CCSCC2CC11CCC11CC#NC112CCC1(C)C2(Cl)Cl,False
CCNC(=O)C1CC=CC1=O,True
CC1(CC1)N1C(=O)C2CCC2C1=O,True
C1COC2CCN(CCCC=C)CC2CCO1,True
C1CCN(C1)C(=O)C12CCC3CCCC13C2C(F)(F)F,True
CC1(CCOCC1)C12CC11CC1CC21CCC11CC1C(=O)N1CCCCC1C=C1C(=O)NC(=S)NC1=O,True
C(NC1CC1)=NC1C2NCC11CC1C2=O,True
C=C1CCOC1=O,True
C1C2CC3C(C1)CC(C1CC1)(C3)C2=O,True
CCN(CC1CCCCC1)C1C2CC1C1CC1C2=O,True
CCCN1CCCC2(CCCCC2)CC1=O,True
C(=C)CN1CCCN(CC1)C1CCCC1=O,True
CS(=O)(=O)N[C@@H]12CCC[C@H]1OCCO2,False
CC(=C)CN1CCSC1=O,True
c1ccc(-c2ccccc2)cc1F,True
C1CCCCC1C1CCCOC1=O,True
c1ccc(F)cc1Br,True
C1C2(CCCC2)C(=O)N2CC=CC22CCC2CC1OCC1COCCO1,True
CCCN1CCC2(CCCC2)CC1C#NN1CCCCC1=O,False
CCCCN1C(=O)CSC1=O,True
c1ccccc1-c1cc(Cl)c(Cl)cc1Cl,True
C1CCCC1N=C1=SCCCC1=O,False
CC=CCNC1C(=O)N2C3CC2C#N131C#NCCC1=O,False
S(=O)(=O)CC1CCC=CO1,True
CCCNS(=O)(=O)C1CC2CCC2C1=O,True
C1CCCN(CC2=CCCC2)CC1(F)F,True
CC=CCN1CC2CC2C1=O,True
C(=C)CS(=O)(=O)N1CCSC1C12CC11CC1C212CC1C(=O)N1CCOCC3(CC3)C113CC114C5CC1CC25C3(Cl)C4(Cl)Cl,False
C1CCC(CC1)NC(=O)NC1C2CCSC2C11CCCC11OCCO1,True
CCCNCC1NCCCCC1=O,True
c1ccc(NCc2ccccc2)nc1N=O,True
C1CCCCC1OCCC1CCC11OCCO1,True
C1CC2(CC2)C2#CC3CCC3C12Cl,False
C1CCCC(C1)C(O)=O,True
CCN1CCC(C1)C1CC2OCC1C2(F)F,True
CC1CCC(C1)C(=O)N1CCC(CC1)C1CCCN1C1(=O)C2C34CCCCC23C1C#NC4=O,False
CC12CC(C1)CN2CC1CC11CC112CC11CC1C2=O,False
CCCCN1C(=O)CSC1=O,True
CCN1CCN(CC(=O)N2CCCCC2)CC11C2CNCC1(Cl)C1C3CCC1C2(Cl)C3(Cl)Cl,True
CCCCCC1N2CCC(=CC2)C#NC1=O,False
C1CCC(CN2C(=O)CNC2=O)C1=O,True
CCCCNC(=O)C1C2CS(=O)(=O)CCN2C(=O)C2CC3CC2C=C3C1=O,True
C1C(Br)CCC2CCC1C21CCCC1=O,True
C(=C)CNCC1CCCS1(=O)=O,True
CCN1CCOC2CCCC12CCC1CCC2(CCCCC2)O1,True
C1=NC(=O)CS1(=O)=O,True
CCCC(=O)NCC1COCCO1,True
CC1(C2SC3CCOCC3)CCOCC12Cl,True
c1cc2nc(Cl)c1-c1ncc3s1C1C4COCC14OC3C21CCc2ccccc2C1=O,False
CC=CCN=S1(=O)CCCCCC1C#NNC1(=O)N2C[C@H]3C[C@H]C[N@](C3)[C@H]2C1=O,False
CC(=O)N1CCNCC11CCC1C12CC11CC1C2=O,True
CC(=O)NCC1CCN2CCCCC2C1=O,True
c1nonc1CCc1ccccc1Cl,True
C(C#N)C1CC2CC1CS2(=O)=O,True
CCN1CCN(CC1)C(=O)N1CCCC1C1CCCC1=O,True
C1CCN(CCC2CC2)C1=O,True
CCC12CCOC3(CCNCC3)C11CCC1C2=O,True
C1C2(CN3CC4(CCC4)C3)CCCCC22C3COCC2C1C3OCCOCCOCC1OCCO1,True
C[C@@H]1CCCN1C1C2COCC12C1CC1(Cl)Cl,True
CCNC(=O1)NC=C2CCCC2C1=O,False
C(=O)C1CCCN(C1)C(=O)CC1CCSCC1C(=O)N1CCCC1=O,True
CCC1C2CN3CCO4C(C3)C#NC3CC3C14C2Cl,False
CCN1CCCCCC1=O,True
c1oncn1-c1ccc(Br)cc1F,False
CC12CC(C1)CN2S(=O)(=O)C(F)(F)F,True
CCCSCC1CC2SC1C1CC1C2=O,True
CCCCC1N2CC(=O)N3CCCCC23C1=O,True
CCCCC(=O)NCC1CCCO1,True
CC1(COCCCC=C)C23CC12C#NS3(=O)=O,False
CS(=O)(=O)N1CCN2CCC1CC2=O,True
CCN(CC(Cl)Cl)S(=O)(=O)C1CCCC11CC2CC3C1C21CCC1CC3=O,True
C(CS1C2CCCCCC2)C2CC2CNC1=O,True
C(=C)CNC(=O)NC1CCC11CCC11CCOC1=O,True
CCCCNC(=O)C1CCCCNC1=O,True
C(=O)N1CC2N(CCC#N3)CC11C4CC44CC4C1CC3CC2=O,False
CC12CC(C1)CN2CC1#NCCO1,False
C(=O)CCC1CCN(CC1)C1CCC1Br,True
C1SC2=N3CCCN12S(=O)(=O)C3CBr,False
C(=O)CC1NCCC2=CCCCC2C1=O,True
C1CS(=O)(=O)CC1NC1C2CC3CC23C1=O,True
CC1OC2CCN(CCCC3CCCOC3)CC2C1=O,True
C1CCC(CC1)NC1CCN2CCCCC12C12CC1CO2,True
C(=C)CS(=O)(=O1)NC2CCC3(CC3)CC2C1=O,False
CS(=O)(=O)NCC(C12CC1)C1CC1C1CCC11C3CC33C4C3C1OCCOC24C#NC12CC3C4C1C1=C33C24C(Cl)=C(Cl)C3(Cl)C1(Cl)Cl,False
CCCCN1CC2C11CC3OCC1C3(Br)C2=O,True
CC1CCCN1C1CCCC1=O,True
C1(Br)CN2C[C@H]3CCCC[C@@H]23C2CCCC2O1,False
CCN1C(=O)C=CC1=O,True
CC1(CNS(=O)(=O)CCC2CCOC3C2)CCCC11CCOC2C1C1CC11CCOCC1CC2C1(O)CCOCC1OO3,True
C(=SCl)c1ccccc1Ic1ccccc1Br,True
C1(=C2)C3CCC3N1S(=O)(=O)CC1CC1C1CC11CC1C2=O,True
C[C@H](Cl)[C@H](Br)[C@H](F)C=O,True
C1CCCC(=O)N2CCOCC22CCC2C1=O,True
C[C@@H]1CCCN1S(=O)(=O)CBr,True
CC1CCCN1C(=O)C1COCCO1,True
CC1CC(C1)NCC1CCCS1(=O)=O,True
CC1(CCCOC1)C1CCCSC1=O,True
CC1(CCOC1)C1CCOC1=O,True
CC1CN(C1)C(=O)C1CCC(F)(F)C2C1C2=O,True
C1(=O)N2CC3CCC(=O)N3C22CC2C1=O,True
CCN(C1CCOC1)C1CCOCC1=O,True
C(=C)CN1C2CC3(C1)CCNCC3CC21CCNCC1(F)F,True
C1(CBr2)CO3C45CCC4C151C4CCS(=O)(=O)C4C31C21(C#N)C2#N3CCC4C2C(C#N)=C(Cl2)C(=O5)N3C1(Cl)C2(Cl)C4OC(F)(F)C(F)(F)C5(F)F,False
CCCIc1ccc(C(=O)C2CCCC2)c(Cl)c1Br,True
C1(COC2CCCCC2)C#NC1=O,False
CC1CCCN(C1)C1CCS(=O2)(=O)CC1C2=O,False
CCCCCN1C(=O2)CC3CCCCCC3N2C1=O,False
CC(=O)NC1CCCCC1(F)F,True
C1C2(C[C@H]3CC4CO3)CCO3C2C1C43C#NS(=O)(=O)CCCl,False
CCN1CCC2(C1)CC1OCC2CC1C#NN1C=CN=CC1=O,False
CC1(CNCCC=C)CCCC1(F)F,True
CC1CSCCN1S(=O1)(=O)C2CCOCC2C1=O,False
CC1CCCC1CBr,True
CC1(CCCCCCC1)N1CCCC1=O,True
c1cccc(Br)c1Cl,True
CC(=O)N1CCC2(C1)OCCO2,True
C1CCC(CC1)NC(=O)C1C2COCC12C(=O)C12CC11C3COC1C23N1CC2CCC1C2=O,True
C(Nc1ccccc1)Nc1ccoc1CCl,True
CC1CCCCCN1S(=O)(=O)C1(Cl)CC11CC2CC1C(=O)N1CCO3CC1C=C31C34CCC3C24C1(F)F,False
C1CC(F)(F)CC11COC1=O,True
C1CN2C=C3C4=C2C2=CC4C13C#NC2=CCl,False
C1(C#N)CCCN2CCOCC2C(=O)O1,True
CCC(=O)NOCC1=CC2C3CC1C3(Cl)C2(Cl)Cl,True
cc1c(C(F)(F)F)cc(N2CCNCC2)n1Cl,False
CC(=O)N1CCC2(CCCC2)C1=O,True
C1CCC2(CCOC2)C#N1C1C2CC2CO1,False
CC123CC11CCS(=O)(=O)C1CC2C3(Br)Br,False
C1=NCCCCN1CCC#CCCl,True
C1C2(CCC(F)(F)F)CC22CC2C2CC22C3C2C11CC1C3=O,True
C1CS(=O)(=O)CC1OC1COC1C1CC1(Cl)Cl,True
C1(CCCC11CC1)C#NC=C1CCC1=O,False
CC1CC1(Cl)Cl,True
CC(=O)NC1C23C1C1CCC2C11CCC11C2CO4CC12C1C2C1CC41C32C(=O)OC1=O,False
C(=O)CCC1C2[C@H]C3CCCN[C@@H]13C#NC1=C2CCCC11CCOC11OCCO1,False
CCC1OC2CCCCCC2OC1=O,True
CC1CCN(C2CC2)C1=O,True
C1CCC2(CCCC2)C1=O,True
C1CCCN(CC1)C(=O)CC1COCC2=C1C1CCC2C1N1CCN2CCOCC2C1=O,True
C1COCC1OCCOC1CCC11CC2OCC1C21OCCO1,True
CC1(CCOC1)OC1CCOC1(F)F,True
CC1CCN(CC(=O)NCC2CCCS2)CC1=O,True
CC1CCCN1CC1CCCNC1=O,True
C(=O)C=C1NCC=C1Br,True
CCC1CCCN2CCC(C2)N2CCOCC2CCCC1=O,True
C(Cl)=CC1CCC(F)(F)CC1S(Cl)(=O)=O,True
C1CCCCC1C1CCCOC1=O,True
CC1(CC=C)CC2OCC1C2=O,True
CC1CCN(CC1)C(=O)COCC12C3C1C1CCC3C1C2=O,True
CCN(CCC1CC1)C1C2CCC1C2=O,True
C1C2(CNC(=O)C3CCOC3)CCC3C2CCCC13OC(F)(F)C(F)(F)F,True
CC1(CC(Cl)=C)CCOCC11CCC1C1C2C11CC3O4C1C24C3=O,False
C(=C)CNC1CCCCNC1=O,True
C[C@H]1C2[C@@H]3CC[N@]1C[C@@H]3C#CC21COC1(Cl)Cl,True
CC1(CCOCC11)C2CC3SC2C2CC2C3C2#NC11CC11C223CC2CC3C1C12CC1CO2,False
C1CCC(CNS(=O)(=O)C2COC2)C1=O,True
C1CCCC2C3C2CC1O3,True
C(=C)C1NCCC(=O)NC2CC22CC2C1=O,True
CC=CCN1CCNC(=O)CC11CCCC1=O,True
CC1CCCN1C(=O)C1CCCCO1,True
C1=CC(=O)CC1C1CCCC1=O,True
C1CCC2(CC1)OCCO2,True
C1CCCC11CC1C1CC11C2C11CC11CC1C2C=O,True
CC=CC1NC2CCSC2C1=O,True
CC1CC2CCC1O2,True
S(=O)(=O)N1CC2(O)CCC2CO1,True
C1CCCN(CC2CCCCC2)C1=O,True
c1ccnc(NCCC2CCOC2)n1c1ccccc1Cl,False
C1C2CCC3CN(C4CC14CC3)C2=O,True
CC1(CN2CCC2)CC2CC11CC11C3C114CC11CC22C=C1C1CC2C1(Br)C34Cl,False
CC1CCN(C11)C(=O)C2C3CCCCC23C1C(=O)N1CCCC1=O,True
CCNC(=O)NC1C2=CCCOC2C=C1C#NC1CS(=O)(=O)CC1Cl,False
C=C(Cl)CN1CCCC11CCOC1=O,True
CC12CCCC3(CC=CCl)CC1C3C2=O,True
CC(=O)NC1CCN(C1)C12CC11CC11CC11CC1C13CC11C4C5CC1C3C25CC4Br,True
NC1CCN(CC2CC2)CC1=O,True
CCC1CCCN(C11)C(=O)C2C3CCCC3C2C1=O,True
CC1CCCN1CCC1CC2OCC1O2,True
C1(CN2CCSCC2)C2CC2C11CCC1C1CC112CC1CO2,False
C(=C)CN1CCOC(C1)C1CCCO1,True
CC1(CCOCC1)OCCC1CCCO1,True
